train_loss,val_loss,mae,pcc_v,pcc_a,ccc_v,ccc_a,rmse_v,rmse_a,ccc_final_score
3.261354419440705,0.7986440825462341,0.67498016,0.8891652,0.6301442,0.8738891463425811,0.526597446727057,0.9235634293513783,0.8671619308413724,0.7002432965348191
0.7246243002997265,0.7513522577285766,0.642651,0.9042989,0.6914046,0.8764127587873892,0.6244322108257037,0.9226302593036337,0.8118616677732035,0.7504224848065464
0.6018493727051835,0.6654798972606659,0.5974994,0.9054561,0.6968122,0.8983602161101564,0.6526197572797859,0.847006412459311,0.7858808599429227,0.7754899866949712
0.5154941019294489,0.748536719083786,0.63489264,0.90079874,0.6996485,0.891069111034096,0.6356663085773403,0.8806209876007657,0.8522770534752371,0.7633677098057181
0.45611380633995,0.8240077257156372,0.6490751,0.88591695,0.68769926,0.8654114534674652,0.6735237281539648,0.9739194886048185,0.8295664927141437,0.7694675908107149
